Title,Authors,Year,Journal,Language,CitedByCount,Affiliation,Predicted Subject Area
"Correction: Comparative transcriptomics reveals PrrABmediated control of metabolic, respiration, energy-generating, and dormancy pathways in Mycobacterium smegmatis (BMC Genomics (2019) 20 (942) DOI: 10.1186/s12864-019-6105-3)",Maarsingh J.D.,2019,BMC Genomics,Unknown Language,1,School of Life Sciences; University of Arizona College of Medicine – Phoenix,BIOC
CSF biomarkers of neuroinflammation in distinct forms and subtypes of neurodegenerative dementia,Abu-Rumeileh S.,2019,Alzheimer's Research and Therapy,Unknown Language,97,"Università degli Studi di Bologna, Facoltà di Medicina e Chirurgia","BIOC, MEDI, NEUR"
Newborn and childhood differential DNA methylation and liver fat in school-age children,Geurtsen M.L.,2019,Clinical Epigenetics,Unknown Language,8,Erasmus MC,"BIOC, MEDI"
Visible-Light-Driven Self-Coupling of Methylarenes Catalyzed by Ni<inf>2</inf>P@Cd<inf>0.5</inf>Zn<inf>0.5</inf>S Nanoparticles,Yang D.D.,2019,Zeitschrift fur Anorganische und Allgemeine Chemie,Unknown Language,3,University of Chinese Academy of Sciences; Chinese Academy of Sciences,CHEM
A Highly Stable Luminescent Eu-MOF Exhibiting Efficient Response to Nitrofuran Antibiotics through the Inner Filter Effect and Photoinduced Electron Transfer,Yang H.W.,2019,European Journal of Inorganic Chemistry,Unknown Language,42,Tianjin Normal University,"CHEM, PHAR"
Contrast-enhanced ultrasound findings of adult renal cell carcinoma associated with Xp11.2 translocation/TFE3 gene fusion: Comparison with clear cell renal cell carcinoma and papillary renal cell carcinoma,Wei S.,2019,Cancer Imaging,Unknown Language,16,Medical School of Nanjing University,MEDI
"Utilization of nitrate stable isotopes of Chydorus sphaericus (OF Müller) to elucidate the hydrological characteristics of riverine wetlands in the Nakdong River, South Korea",Choi J.Y.,2019,Journal of Ecology and Environment,Unknown Language,0,National Institute of Ecology,ENVI
Sex differences in brain structure: A twin study on restricted and repetitive behaviors in twin pairs with and without autism,Van'T Westeinde A.,2019,Molecular Autism,Unknown Language,28,Karolinska Institutet; Center for Psychiatry Research,"MEDI, PSYC"
An update on hepatitis C virus genotype distribution in Jordan: A 12-year retrospective study from a tertiary care teaching hospital in Amman,Sallam M.,2019,BMC Infectious Diseases,Unknown Language,9,The University of Jordan; Jordan University Hospital; Lunds Universitet,MEDI
Obesity-induced nucleosome release predicts poor cardio-metabolic health,Lo Re O.,2019,Clinical Epigenetics,Unknown Language,18,Fakultní Nemocnice u Sv. Anny v Brně; Masaryk University,MEDI
An epigenome-wide association study of sex-specific chronological ageing,McCartney D.L.,2019,Genome Medicine,Unknown Language,53,The University of Edinburgh,"BIOC, MEDI, PHAR"
Is in vivo and ex vivo irradiation equally reliable for individual Radiosensitivity testing by three colour fluorescence in situ hybridization?,Mayo T.,2019,Radiation Oncology,Unknown Language,6,Friedrich-Alexander-Universität Erlangen-Nürnberg,MEDI
Sixty seconds on . . . cling film,Mahase E.,2019,BMJ (Clinical research ed.),Unknown Language,0,BMJ,MEDI
Interval between secondary cytoreductive surgery and adjuvant chemotherapy is not associated with survivals in patients with recurrent ovarian cancer,Jeong S.Y.,2019,Journal of Ovarian Research,Unknown Language,1,SKKU School of Medicine,MEDI
Survival benefits of neoadjuvant chemo(radio)therapy versus surgery first in patients with resectable or borderline resectable pancreatic cancer: A systematic review and meta-analysis,Pan L.,2019,World Journal of Surgical Oncology,Unknown Language,31,Sir Run Run Shaw Hospital; Zhejiang University; Zhejiang Minimal Invasive Diagnosis and Treatment Technology Research Center of Severe Hepatobiliary Disease,MEDI
Keeping up with the genomes: Scaling genomic variant interpretation,Rehm H.L.,2019,Genome Medicine,Unknown Language,11,Massachusetts General Hospital; Harvard Medical School; Broad Institute,MEDI
"Black rain in Hiroshima: A critique to the Life Span Study of A-bomb survivors, basis of the linear no-threshold model",Sutou S.,2019,Genes and Environment,Unknown Language,17,Shujitsu University,"BIOC, MATH"
Transient receptor potential ankyrin 1 promoter methylation and peripheral pain sensitivity in Crohn's disease,Gombert S.,2019,Clinical Epigenetics,Unknown Language,18,Hannover Medical School,MEDI
LINE-1 ORF2p expression is nearly imperceptible in human cancers,Ardeljan D.,2019,Mobile DNA,Unknown Language,36,Johns Hopkins University School of Medicine,"BIOC, MEDI"
Liver fibrosis and accelerated immune dysfunction (immunosenescence) among HIV-infected Russians with heavy alcohol consumption - An observational cross-sectional study,So-Armah K.,2019,BMC Gastroenterology,Unknown Language,5,Boston University Chobanian &amp; Avedisian School of Medicine,MEDI
"Targeting soluble tumor necrosis factor as a potential intervention to lower risk for late-onset Alzheimer's disease associated with obesity, metabolic syndrome, and type 2 diabetes",De Sousa Rodrigues M.E.,2019,Alzheimer's Research and Therapy,Unknown Language,27,Emory University School of Medicine,"MEDI, NEUR"
Isotretinoin: experts convene to investigate new concerns over suicide risk,Mahase E.,2019,BMJ (Clinical research ed.),Unknown Language,2,BMJ,MEDI
High Nuclearity Uranyl Cages Using Rigid Aryl Phosphonate Ligands,Adelani P.O.,2019,European Journal of Inorganic Chemistry,Unknown Language,0,St. Mary's University San Antonio,CHEM
Theoretical and Experimental Studies on the Controllable Pancake Bouncing Behavior of Droplets,Wu H.,2019,Langmuir,Unknown Language,22,Zhejiang University of Technology,"PHYS, BIOC"
Cellulose Acetate/P4VP- b-PEO Membranes for the Adsorption of Electron-Deficient Pharmaceutical Compounds,Penabad-Peña L.,2019,ACS Omega,Unknown Language,11,Universidad de Puerto Rico,"CENG, CHEM, PHAR"
"Short and Soft: Multidomain Organization, Tunable Dynamics, and Jamming in Suspensions of Grafted Colloidal Cylinders with a Small Aspect Ratio",Parisi D.,2019,Langmuir,Unknown Language,5,Institute of Electronic Structure and Laser of the Foundation for Research and Technology-Hellas; University of Crete,"CENG, MATE"
Cuprous Oxide- or Copper-Coated Jute Stick Pieces at an Air-Water Interface for Prevention of Aerial Contamination in Potable Water,Rai R.,2019,ACS Omega,Unknown Language,6,Indian Institute of Technology Madras,"CENG, CHEM, ENVI"
Selectively Light-up Detection of Phosgene with an Aggregation-Induced Emission-Based Fluorescent Sensor,Cheng K.,2019,ACS Omega,Unknown Language,29,Jiangsu Normal University,"BIOC, CENG, CHEM"
Photophysical and Optical Properties of Semiconducting Polymer Nanoparticles Prepared from Hyaluronic Acid and Polysorbate 80,Langlois A.,2019,ACS Omega,Unknown Language,5,University of Windsor,"CENG, CHEM, MATE"
Imbibition of Femtoliter-Scale DNA-Rich Aqueous Droplets into Porous Nylon Substrates by Molecular Printing,Arrabito G.,2019,Langmuir,Unknown Language,13,Università degli Studi di Palermo,BIOC
Ethanol-Precipitation-Assisted Highly Efficient Synthesis of Nitrogen-Doped Carbon Quantum Dots from Chitosan,Zhan J.,2019,ACS Omega,Unknown Language,54,Jianghan University,"CENG, CHEM"
Experimental and Simulation Study on the Dissolved Amount and Dissolution Rate of Supercritical CO<inf>2</inf> in Polystyrene Melt,Wang D.,2019,ACS Omega,Unknown Language,2,Nanchang University,"CENG, CHEM"
Straightforward Determination of Pyrrolizidine Alkaloids in Honey through Simplified Methanol Extraction (QuPPE) and LC-MS/MS Modes,Sixto A.,2019,ACS Omega,Unknown Language,18,Universidad de la República Facultad de Química,"CENG, CHEM"
Inkjet-Printed Imbedded Graphene Nanoplatelet/Zinc Oxide Bulk Heterojunctions Nanocomposite Films for Ultraviolet Photodetection,Cook B.,2019,ACS Omega,Unknown Language,14,University of Kansas,"CENG, CHEM, MATE"
Reaction Mechanism of the Sn<inf>2</inf>Fe Anode in Lithium-Ion Batteries,Dong Z.,2019,ACS Omega,Unknown Language,13,Binghamton University State University of New York,"CENG, CHEM, MATE"
Preparation of Engineered Extracellular Vesicles Derived from Human Umbilical Cord Mesenchymal Stem Cells with Ultrasonication for Skin Rejuvenation,Wang L.,2019,ACS Omega,Unknown Language,51,Nanjing Medical University; Nanjing University of Chinese Medicine,"CENG, CHEM"
Improved Catalytic Performance of Ethane Dehydrogenation in the Presence of CO<inf>2</inf> over Zr-Promoted Cr/SiO<inf>2</inf>,Li X.,2019,ACS Omega,Unknown Language,30,Sichuan University,"CENG, CHEM"
Characterization of MILD Combustion of a Premixed CH<inf>4</inf>/Air Jet Flame versus Its Conventional Counterpart,Si J.,2019,ACS Omega,Unknown Language,10,Peking University,"CENG, CHEM"
Conversion of Viscous Oil-in-Water Nanoemulsions to Viscoelastic Gels upon Removal of Excess Ionic Emulsifier,Kadiya K.,2019,Langmuir,Unknown Language,11,University of Saskatchewan,"CENG, CHEM, MATE"
Fast Modulation of Surface Amphiphobicity/Amphiphilicity via Bidirectional Substitution between Perfluorinated Surfactants and Polyanions throughout Pre-Assembled Polyelectrolyte Multilayers,Zhang H.,2019,Langmuir,Unknown Language,6,Shenzhen Technology University,CHEM
"Efficient Rapid Access to Biginelli for the Multicomponent Synthesis of 1,2,3,4-Tetrahydropyrimidines in Room-Temperature Diisopropyl Ethyl Ammonium Acetate",Jadhav C.,2019,ACS Omega,Unknown Language,56,Dr. Babasaheb Ambedkar Marathwada University,"CENG, CHEM"
Colloidal Capsules Assembled from Gold Nanoparticles Using Small-Molecule Hydrophobic Cross-linkers,Zhang Y.,2019,Langmuir,Unknown Language,3,City of Hope National Med Center,"CHEM, MATE"
X-ray Photoelectron Spectroscopy with Electrical Modulation Can Be Used to Probe Electrical Properties of Liquids and Their Interfaces at Different Stages,Uzundal C.B.,2019,Langmuir,Unknown Language,10,Bilkent Üniversitesi,"MATE, PHYS"
Identification of a Redox Active Thioquinoxalinol Sulfate Compound Produced by an Anaerobic Methane-Oxidizing Microbial Consortium,White R.H.,2019,ACS Omega,Unknown Language,2,Virginia Polytechnic Institute and State University,"CENG, CHEM"
Anchoring MnCo<inf>2</inf>O<inf>4</inf> Nanorods from Bimetal-Organic Framework on rGO for High-Performance Oxygen Evolution and Reduction Reaction,Yang H.,2019,ACS Omega,Unknown Language,23,"Jiangsu University of Science and Technology; Zhenjiang Borun New Materials, Co. Ltd.","CENG, CHEM"
Temperature-Dependent Dynamics of Giant Vesicles Composed of Hydrolysable Lipids Having an Amide Linkage,Tameyuki M.,2019,Langmuir,Unknown Language,6,Keio University,"ENVI, PHAR"
Ni-Doped CsPbBr<inf>3</inf> Perovskite: Synthesis of Highly Stable Nanocubes,Thawarkar S.,2019,Langmuir,Unknown Language,34,Indian Institute of Chemical Technology,CHEM
Assessment of radiological hazards of using petroleum raw materials and their waste,Hassan N.M.,2019,Radiation Protection Dosimetry,Unknown Language,9,Faculty of Science,MATE
Preparation of cubic SiC from δ-Na<inf>2</inf>Si<inf>2</inf>O<inf>5</inf>/carbon nanocomposite using cobalt catalyst,Park K.W.,2019,Science and Technology of Advanced Materials,Unknown Language,1,Gyeongsang National University,"ENGI, MATE"
Rh(III)-Catalyzed Direct Amination of Aromatic Ketoximes Enabled by Potassium Acetate,Liu L.,2019,European Journal of Organic Chemistry,Unknown Language,6,Soochow University,CHEM
"Using concepts from the study of social movements to understand community response to liquefied natural gas development in Clatsop County, Oregon",Tran T.,2019,Case Studies in the Environment,Unknown Language,12,University of Alaska Anchorage,"ENVI, SOCI"
Crystal structure of η″-Fe<inf>3</inf>Al<inf>7+x</inf> determined by single-crystal synchrotron X-ray diffraction combined with scanning transmission electron microscopy,Okamoto N.L.,2019,Science and Technology of Advanced Materials,Unknown Language,16,"Institute for Materials Research, Tohoku University; Kyoto University",MATE
"Theory of Mind, pragmatics and the brain: Converging evidence for the role of intention processing as a core feature of human communication",Enrici I.,2019,Pragmatics and Cognition,Unknown Language,19,Università degli Studi di Torino,SOCI
Caring for the mental health of humanitarian volunteers in traumatic contexts: the importance of organisational support,Aldamman K.,2019,European Journal of Psychotraumatology,Unknown Language,44,Trinity College Dublin; IFRC Reference Centre for Psychosocial Support,MEDI
Automatic steel labeling on certain microstructural constituents with image processing and machine learning tools,Bulgarevich D.S.,2019,Science and Technology of Advanced Materials,Unknown Language,27,National Institute for Materials Science,"ENGI, MATE"
